Toe - X pos	Toe - Y pos	Toe - X vel	Toe - Y vel	Toe - X acl	Toe - Y acl	Ankle - X pos	Ankle - Y pos	Ankle - X vel	Ankle - Y vel	Ankle - X acl	Ankle - Y acl	Knee - X pos	Knee - Y pos	Knee - X vel	Knee - Y vel	Knee - X acl	Knee - Y acl	Hip - X pos	Hip - Y pos	Hip - X vel	Hip - Y vel	Hip - X acl	Hip - Y acl	Sholder - X pos	Sholder - Y pos	Sholder - X vel	Sholder - Y vel	Sholder - X acl	Sholder - Y acl	Elbow - X pos	Elbow - Y pos	Elbow - X vel	Elbow - Y vel	Elbow - X acl	Elbow - Y acl	Wrist - X pos	Wrist - Y pos	Wrist - X vel	Wrist - Y vel	Wrist - X acl	Wrist - Y acl	Finger - X pos	Finger - Y pos	Finger - X vel	Finger - Y vel	Finger - X acl	Finger - Y acl	Toe - X pos	Toe - Y pos	Toe - X vel	Toe - Y vel	Toe - X acl	Toe - Y acl	Ankle - X pos	Ankle - Y pos	Ankle - X vel	Ankle - Y vel	Ankle - X acl	Ankle - Y acl	Knee - X pos	Knee - Y pos	Knee - X vel	Knee - Y vel	Knee - X acl	Knee - Y acl	Hip - X pos	Hip - Y pos	Hip - X vel	Hip - Y vel	Hip - X acl	Hip - Y acl	Sholder - X pos	Sholder - Y pos	Sholder - X vel	Sholder - Y vel	Sholder - X acl	Sholder - Y acl	Elbow - X pos	Elbow - Y pos	Elbow - X vel	Elbow - Y vel	Elbow - X acl	Elbow - Y acl	Wrist - X pos	Wrist - Y pos	Wrist - X vel	Wrist - Y vel	Wrist - X acl	Wrist - Y acl	Finger - X pos	Finger - Y pos	Finger - X vel	Finger - Y vel	Finger - X acl	Finger - Y acl	Chin - X pos	Chin - Y pos	Chin - X vel	Chin - Y vel	Chin - X acl	Chin - Y acl	Forhead - X pos	Forhead - Y pos	Forhead - X vel	Forhead - Y vel	Forhead - X acl	Forhead - Y acl	CG - X pos	CG - Y pos	CG - X vel	CG - Y vel	CG - X acl	CG - Y acl	
1.998	-0.000	2.846	1.640	-70.579	-22.711	1.851	0.070	3.793	2.733	-71.344	5.296	1.981	0.520	9.147	0.542	-180.135	-37.874	1.773	0.895	8.489	3.444	-90.703	-14.845	1.694	1.399	13.826	4.991	-140.189	-84.250	1.711	1.009	16.677	4.338	-155.864	55.104	1.989	1.036	19.309	9.651	-305.655	41.584	2.051	1.050	19.477	10.244	-325.428	35.608	1.379	0.637	17.991	-1.565	-91.884	-138.372	1.599	0.713	17.819	1.484	-181.557	-63.223	2.009	0.555	19.791	7.321	-218.010	74.490	1.748	0.894	12.184	4.740	-76.958	10.168	1.763	1.469	11.754	4.960	-139.530	-35.967	1.712	1.231	9.755	5.317	-121.059	38.304	1.883	1.004	8.946	4.684	-145.750	93.911	1.933	0.928	8.863	4.377	-159.916	89.722	1.818	1.524	12.272	4.920	-119.815	-74.277	1.798	1.673	12.113	5.035	-114.146	-44.852	1.792	0.992	11.998	4.282	-127.928	-16.331	
2.023	0.015	1.583	1.050	-181.899	-95.271	1.886	0.098	2.530	2.488	-181.296	-54.211	2.064	0.524	6.621	0.033	-325.173	-63.885	1.853	0.929	7.232	2.913	-160.694	-91.322	1.826	1.444	11.721	3.540	-280.941	-205.802	1.870	1.055	14.430	4.345	-293.419	-53.638	2.167	1.135	15.246	9.334	-506.986	-104.910	2.229	1.155	15.165	9.920	-536.811	-100.502	1.554	0.614	16.763	-2.794	-153.749	-107.520	1.768	0.725	15.459	0.703	-290.545	-92.964	2.196	0.632	16.660	7.685	-408.340	-1.758	1.866	0.942	10.832	4.360	-193.332	-86.089	1.874	1.516	9.752	3.981	-260.843	-159.767	1.804	1.286	7.916	5.110	-246.676	-79.582	1.965	1.055	6.922	4.925	-258.957	-45.600	2.014	0.976	6.720	4.498	-268.714	-65.429	1.935	1.569	10.400	3.564	-254.483	-196.909	1.914	1.721	10.303	3.920	-247.908	-178.231	1.906	1.034	10.109	3.659	-249.810	-108.170	
2.030	0.021	-0.448	-0.045	-224.314	-123.723	1.902	0.120	0.533	1.816	-218.228	-80.191	2.114	0.521	3.175	-0.552	-364.082	-53.185	1.917	0.954	5.594	1.850	-166.926	-121.298	1.929	1.469	8.683	1.291	-326.527	-244.035	1.999	1.096	11.289	3.527	-334.795	-110.080	2.294	1.223	9.879	7.869	-566.504	-188.143	2.354	1.249	9.476	8.544	-601.161	-174.558	1.714	0.581	15.301	-3.602	-138.564	-54.101	1.908	0.727	12.505	-0.257	-300.238	-99.097	2.342	0.709	12.238	7.432	-476.108	-48.864	1.965	0.981	8.680	3.249	-237.170	-136.132	1.958	1.548	6.982	2.143	-293.158	-207.757	1.871	1.333	5.273	4.003	-282.038	-141.995	2.021	1.102	4.193	4.056	-286.851	-128.340	2.067	1.018	3.910	3.393	-293.288	-155.576	2.026	1.595	7.635	1.388	-298.591	-238.258	2.004	1.751	7.600	1.858	-292.592	-234.141	1.994	1.066	7.435	2.389	-285.033	-145.800	
2.014	0.014	-2.435	-1.147	-173.208	-96.644	1.896	0.134	-1.349	1.104	-158.131	-62.311	2.127	0.513	-0.004	-0.850	-271.711	-6.512	1.965	0.966	4.280	0.772	-95.974	-94.305	1.999	1.470	5.764	-0.857	-257.316	-185.659	2.096	1.126	8.295	2.473	-264.162	-100.652	2.364	1.292	4.759	5.969	-457.551	-191.903	2.419	1.326	4.028	6.800	-488.391	-174.253	1.860	0.542	14.391	-3.780	-43.526	18.607	2.018	0.720	10.021	-1.121	-196.526	-73.612	2.441	0.781	7.883	6.884	-394.754	-60.682	2.040	1.007	6.556	1.945	-187.674	-124.645	2.013	1.559	4.427	0.287	-217.757	-163.609	1.909	1.366	2.821	2.637	-208.290	-131.069	2.049	1.136	1.713	2.750	-209.193	-132.884	2.092	1.044	1.376	1.828	-213.394	-157.355	2.088	1.597	4.987	-0.712	-230.942	-181.873	2.066	1.758	5.002	-0.271	-227.027	-191.731	2.055	1.082	4.939	1.075	-214.007	-117.172	
1.981	-0.002	-3.506	-1.727	-40.827	-19.375	1.875	0.142	-2.213	0.771	-14.619	-4.308	2.114	0.504	-1.716	-0.575	-70.710	61.623	2.003	0.969	3.968	0.192	33.582	-21.605	2.044	1.452	3.998	-2.050	-95.795	-52.977	2.165	1.145	6.437	1.783	-107.255	-37.463	2.389	1.342	1.414	4.361	-211.415	-129.764	2.434	1.385	0.442	5.351	-228.848	-115.718	2.002	0.505	14.681	-3.190	101.630	99.446	2.109	0.705	9.003	-1.592	-7.210	-20.669	2.500	0.846	4.955	6.352	-190.895	-45.751	2.096	1.020	5.314	1.024	-60.565	-59.484	2.047	1.554	3.057	-0.761	-56.293	-45.944	1.927	1.386	1.543	1.694	-47.325	-57.583	2.056	1.157	0.438	1.748	-45.710	-67.382	2.095	1.054	0.067	0.644	-48.444	-79.634	2.126	1.581	3.471	-1.861	-72.320	-47.805	2.104	1.746	3.509	-1.568	-71.514	-67.581	2.093	1.087	3.583	0.313	-57.354	-35.226	
1.944	-0.020	-3.074	-1.389	127.114	87.010	1.852	0.150	-1.463	1.132	164.562	76.628	2.093	0.501	-1.197	0.372	174.546	127.681	2.044	0.970	5.017	0.424	176.220	67.905	2.079	1.429	4.021	-1.795	100.348	104.144	2.224	1.161	6.286	1.831	76.940	47.162	2.393	1.379	0.815	3.520	91.763	-38.390	2.427	1.433	-0.228	4.593	94.998	-35.789	2.154	0.478	16.405	-1.837	243.111	171.117	2.198	0.688	9.993	-1.475	205.245	44.090	2.540	0.908	4.320	6.009	63.834	-22.694	2.146	1.027	5.494	0.884	96.495	31.476	2.074	1.544	3.452	-0.498	135.419	98.543	1.940	1.400	2.030	1.625	144.801	43.709	2.058	1.171	0.956	1.584	149.217	34.615	2.093	1.057	0.562	0.450	147.526	40.890	2.157	1.560	3.713	-1.528	120.740	114.353	2.136	1.727	3.743	-1.455	118.220	90.274	2.126	1.089	3.946	0.471	130.048	66.907	
1.920	-0.030	-1.100	0.003	267.687	191.354	1.846	0.165	0.929	2.289	313.859	154.653	2.090	0.511	1.572	1.846	379.300	167.107	2.103	0.978	7.274	1.455	275.283	138.220	2.125	1.416	5.814	-0.143	258.112	226.198	2.291	1.182	7.756	2.633	217.068	113.312	2.405	1.413	3.022	3.514	349.481	37.284	2.430	1.477	2.125	4.530	375.569	23.153	2.330	0.468	19.227	0.092	321.205	214.712	2.308	0.675	12.839	-0.761	363.982	98.768	2.586	0.967	6.025	5.836	277.274	-11.991	2.206	1.038	7.081	1.595	220.819	110.686	2.116	1.544	5.562	1.056	286.551	212.221	1.968	1.419	4.240	2.480	297.136	127.448	2.075	1.189	3.227	2.393	305.076	127.095	2.106	1.063	2.821	1.421	304.255	153.419	2.200	1.550	5.694	0.260	275.500	243.199	2.179	1.717	5.686	0.096	270.412	219.907	2.172	1.097	5.986	1.546	277.956	148.063	
1.922	-0.020	1.859	2.266	324.045	261.142	1.871	0.195	4.366	4.077	373.504	202.872	2.124	0.538	5.808	3.496	467.861	162.880	2.190	0.999	10.071	2.943	284.147	159.447	2.196	1.426	8.680	2.316	315.266	265.561	2.379	1.214	10.118	3.844	255.353	128.753	2.453	1.450	7.129	4.008	471.952	61.510	2.470	1.523	6.586	4.796	516.598	30.036	2.539	0.480	22.291	2.244	291.746	215.705	2.455	0.673	16.680	0.349	404.260	123.101	2.660	1.024	9.258	5.640	369.334	-27.195	2.288	1.059	9.474	2.872	257.869	144.757	2.186	1.565	8.678	3.355	336.523	247.730	2.025	1.450	7.471	3.892	349.109	154.952	2.122	1.219	6.555	3.872	360.491	168.648	2.150	1.085	6.145	3.245	360.394	211.321	2.271	1.565	8.718	2.914	329.230	287.746	2.249	1.729	8.654	2.538	323.091	268.387	2.246	1.119	9.006	3.157	326.026	174.108	
1.957	0.016	4.816	4.931	267.358	271.804	1.933	0.246	7.793	6.098	311.967	201.456	2.206	0.581	10.151	4.868	400.870	111.623	2.305	1.036	12.416	4.335	184.846	119.016	2.298	1.463	11.473	4.664	243.175	203.996	2.493	1.259	12.242	4.894	169.411	81.301	2.548	1.493	11.556	4.423	413.518	21.439	2.562	1.573	11.502	4.833	466.602	-22.504	2.776	0.513	24.467	4.170	143.313	169.323	2.642	0.682	20.186	1.495	296.946	106.235	2.771	1.079	12.610	5.159	301.011	-68.978	2.395	1.095	11.675	4.181	182.390	116.885	2.289	1.611	11.648	5.523	257.599	185.800	2.117	1.496	10.581	5.213	272.915	109.127	2.206	1.266	9.789	5.403	286.195	137.686	2.229	1.128	9.380	5.245	286.706	188.571	2.375	1.608	11.627	5.485	252.619	226.300	2.352	1.768	11.505	4.939	247.278	211.773	2.352	1.160	11.869	4.681	246.511	130.678	
2.018	0.078	6.699	7.359	109.259	213.918	2.026	0.317	10.048	7.825	139.043	143.840	2.327	0.636	13.109	5.552	190.718	25.199	2.438	1.086	13.327	5.064	-2.766	26.841	2.425	1.520	12.981	5.983	58.424	59.868	2.624	1.312	12.998	5.220	-18.101	-16.179	2.684	1.538	14.571	4.191	189.488	-67.809	2.700	1.620	15.023	4.147	237.653	-114.816	3.028	0.564	24.702	5.433	-96.285	83.312	2.859	0.703	21.974	2.284	60.594	51.414	2.912	1.128	14.563	4.193	89.560	-124.251	2.521	1.143	12.635	4.932	9.613	33.388	2.419	1.676	13.269	6.668	66.538	43.142	2.236	1.554	12.370	5.766	84.877	1.558	2.318	1.327	11.707	6.294	97.475	40.399	2.337	1.190	11.306	6.631	98.500	88.818	2.504	1.675	13.200	6.992	61.946	75.209	2.480	1.828	13.037	6.322	59.049	64.974	2.483	1.213	13.381	5.479	56.005	28.939	
2.091	0.163	6.745	8.910	-100.079	96.236	2.134	0.403	10.267	8.739	-95.329	39.076	2.468	0.692	13.559	5.314	-100.713	-72.859	2.571	1.138	12.186	4.761	-225.308	-87.518	2.558	1.582	12.366	5.695	-181.437	-117.544	2.753	1.363	11.679	4.489	-245.850	-129.981	2.839	1.577	14.879	3.009	-127.840	-168.692	2.862	1.656	15.725	2.536	-97.373	-207.285	3.270	0.622	22.386	5.734	-366.945	-23.143	3.082	0.728	21.064	2.420	-242.529	-24.223	3.062	1.163	14.031	2.718	-195.937	-170.822	2.648	1.194	11.643	4.709	-208.011	-78.014	2.555	1.744	12.705	6.221	-179.350	-132.484	2.364	1.612	12.002	5.120	-158.446	-130.893	2.440	1.392	11.449	6.040	-149.016	-91.251	2.455	1.261	11.062	6.795	-147.293	-56.038	2.639	1.748	12.586	6.789	-184.693	-115.834	2.613	1.894	12.411	6.036	-184.212	-122.312	2.620	1.269	12.720	5.135	-188.305	-97.736	
2.153	0.257	4.803	9.109	-288.224	-56.350	2.232	0.492	8.206	8.483	-316.815	-90.371	2.599	0.742	11.148	4.175	-381.639	-154.859	2.682	1.181	8.997	3.399	-412.655	-184.852	2.672	1.634	9.474	3.782	-396.845	-264.978	2.858	1.402	8.277	2.751	-434.461	-217.595	2.982	1.598	12.076	0.988	-432.916	-235.430	3.014	1.671	13.095	0.223	-428.503	-255.407	3.476	0.678	17.577	4.996	-594.866	-124.271	3.280	0.751	17.223	1.824	-525.668	-94.982	3.193	1.182	10.763	0.934	-457.599	-185.962	2.754	1.237	8.614	3.430	-397.837	-177.773	2.673	1.800	9.805	4.165	-400.620	-278.622	2.477	1.656	9.317	3.270	-378.613	-239.006	2.547	1.448	8.838	4.529	-373.285	-210.927	2.558	1.326	8.474	5.530	-370.324	-197.135	2.755	1.810	9.631	4.807	-406.315	-280.533	2.728	1.948	9.478	4.012	-402.501	-282.501	2.738	1.316	9.743	3.620	-407.059	-205.177	
2.187	0.345	1.433	7.781	-385.687	-209.290	2.298	0.572	4.363	6.957	-451.736	-214.740	2.691	0.776	6.434	2.411	-560.999	-197.952	2.751	1.206	4.424	1.324	-501.888	-230.131	2.747	1.658	4.922	0.820	-513.663	-327.491	2.919	1.418	3.533	0.446	-514.455	-243.410	3.081	1.596	6.797	-1.348	-622.726	-231.862	3.124	1.660	7.725	-2.192	-645.640	-227.480	3.622	0.722	11.019	3.400	-716.720	-195.038	3.426	0.765	11.066	0.672	-705.822	-135.356	3.278	1.182	5.462	-0.775	-602.655	-155.824	2.820	1.262	4.163	1.398	-492.396	-228.632	2.751	1.828	5.188	1.071	-522.842	-340.321	2.551	1.677	4.914	0.679	-502.045	-279.212	2.617	1.483	4.475	2.101	-499.222	-274.651	2.625	1.371	4.152	3.114	-494.108	-285.958	2.831	1.844	4.965	1.609	-526.910	-359.200	2.802	1.974	4.861	0.828	-520.773	-354.165	2.815	1.342	5.078	1.324	-525.966	-254.077	
2.182	0.412	-2.253	5.097	-351.522	-327.479	2.319	0.631	-0.161	4.358	-453.160	-305.187	2.727	0.790	0.730	0.463	-579.882	-191.608	2.770	1.207	-0.387	-0.853	-460.212	-205.317	2.771	1.650	-0.095	-2.211	-489.719	-278.561	2.928	1.411	-1.300	-1.734	-452.025	-192.531	3.118	1.571	0.521	-3.240	-632.563	-146.514	3.169	1.627	1.114	-3.921	-676.425	-118.494	3.696	0.746	3.929	1.332	-701.275	-218.635	3.501	0.764	3.878	-0.651	-731.695	-129.269	3.302	1.166	-0.435	-1.965	-576.785	-82.207	2.837	1.265	-0.570	-0.792	-454.273	-209.426	2.776	1.821	0.058	-2.083	-503.066	-290.519	2.575	1.670	-0.027	-1.869	-486.021	-230.376	2.637	1.490	-0.430	-0.558	-481.718	-257.134	2.641	1.388	-0.686	0.226	-473.397	-291.617	2.855	1.842	-0.183	-1.790	-502.737	-320.432	2.825	1.965	-0.222	-2.467	-495.915	-304.917	2.839	1.342	-0.064	-1.069	-502.377	-224.423	
